No.,Net Profit,Net % Profit,Exposure %,CAR,RAR,Max. Trade Drawdown,Max. Trade % Drawdown,Max. Sys Drawdown,Max. Sys % Drawdown,Recovery Factor,CAR/MDD,RAR/MDD,Profit Factor,Payoff Ratio,Standard Error,RRR,Ulcer Index,Ulcer Perf. Index,Sharpe Ratio,K-Ratio,# Trades,Avg Profit/Loss,Avg % Profit/Loss,Avg Bars Held,# of winners,% of Winners,W. Tot. Profit,W. Avg. Profit,W. Avg % Profit,W. Avg. Bars Held,# of losers,% of Losers,L. Tot. Loss,L. Avg. Loss,L. Avg % Loss,L. Avg. Bars Held,nDay Buy Delay
11 (EVF),4363.56,0.87,0.66,0.08,12.19,-22359.77,-42.09,-23968.24,-4.63,0.18,0.02,2.63,1.27,0.76,3552.17,-0.11,1.37,-3.87,0.66,-0.0069,8,545.44,6.17,36.63,5,62.5,20744.02,4148.8,18.32,36,3,37.5,-16380.46,-5460.15,-14.07,37.67,10
10 (TDM),3939.14,0.79,5.38,0.07,1.36,-61564.54,-20.38,-135705.28,-24.11,0.03,0,0.06,1.05,1.75,9320.06,0.06,3.59,-1.49,-0.33,0.0038,8,492.39,-0.46,32.63,3,37.5,82384.4,27461.47,9.07,43.33,5,62.5,-78445.26,-15689.05,-6.18,26.2,9
8 (KHP),3813.92,0.76,0.7,0.07,10.14,-8600.18,-15.66,-8758.44,-1.71,0.44,0.04,5.92,1.37,1.61,1980.04,0.37,1.27,-4.2,0.72,0.0225,24,158.91,3.25,26.13,11,45.83,14224.61,1293.15,11.17,43.36,13,54.17,-10410.69,-800.82,-3.46,11.54,7
8 (TCD),3745.33,0.75,0.3,0.07,23.15,-6532.01,-11.44,-6676.32,-1.32,0.56,0.05,17.5,3.52,7.05,1180.48,0.32,0.35,-15.21,0.56,0.0189,3,1248.44,2.13,33.67,1,33.33,5229.82,5229.82,11.74,18,2,66.67,-1484.49,-742.24,-2.67,41.5,7
7 (BVB),3750.11,0.75,0.67,0.07,10.36,-18996.01,-3.64,-18996.01,-3.63,0.2,0.02,2.85, N/A, N/A,782.04,-0.01,0.13,-40.92, N/A,-0.0008,1,3750.11,0.75,19,1,100,3750.11,3750.11,0.75,19,0,0,0,  N/A,  N/A,  N/A,6
4 (CSV),3763.84,0.75,3.98,0.07,1.76,-59212.37,-12.54,-108666.67,-20.24,0.03,0,0.09,1.04,1.64,13103.47,-0.39,8.78,-0.61,0.18,-0.0234,18,209.1,0.78,18.11,7,38.89,89269.84,12752.83,8.03,32.71,11,61.11,-85506,-7773.27,-3.84,8.82,3
9 (VIX),3683.98,0.74,3.47,0.07,1.97,-137509.14,-66.02,-253513.16,-35.64,0.01,0,0.06,1.02,2.05,21397.79,-0.01,22.02,-0.24,0.04,-0.0004,27,136.44,0.72,23.15,9,33.33,155716.34,17301.82,18.97,32.11,18,66.67,-152032.36,-8446.24,-8.4,18.67,8
11 (SBS),3722.14,0.74,5.35,0.07,1.29,-141258.6,-61.98,-241321.25,-32.76,0.02,0,0.04,1.02,3.31,28531.23,0.15,22.05,-0.24,-0.06,0.0087,51,72.98,0.04,27.02,12,23.53,211518.96,17626.58,31.81,33.33,39,76.47,-207796.82,-5328.12,-9.74,25.08,10
11 (DRI),3599.23,0.72,0.88,0.07,7.55,-16497.13,-15.69,-19220.91,-3.76,0.19,0.02,2.01,1.35,1.35,1763.88,-0.1,1.49,-3.59,1.32,-0.0061,10,359.92,4.16,24.5,5,50,13779.6,2755.92,10.33,35.6,5,50,-10180.37,-2036.07,-2,13.4,10
2 (ASP),3405.91,0.68,2.74,0.06,2.31,-55411.4,-27.5,-88931.05,-15.01,0.04,0,0.15,1.05,2.88,9676.95,0.15,11.1,-0.48,-0.58,0.0092,41,83.07,-0.87,15.32,11,26.83,66108.88,6009.9,8.65,25.36,30,73.17,-62702.96,-2090.1,-4.35,11.63,1
10 (DRI),3390.1,0.68,1.44,0.06,4.38,-39893.05,-15.69,-41824.21,-7.86,0.08,0.01,0.56,1.19,1.19,2713.63,-0.23,3.77,-1.41,1.48,-0.0135,10,339.01,4.55,25.5,5,50,21141.5,4228.3,11.61,36.6,5,50,-17751.4,-3550.28,-2.51,14.4,9
10 (PC1),3275.85,0.66,6.15,0.06,0.99,-140590.6,-37.07,-232285.73,-42.65,0.01,0,0.02,1.05,1.7,18816.1,-0.29,9.65,-0.55,-0.33,-0.0176,21,155.99,-0.12,24.95,8,38.1,73263.67,9157.96,5.68,40.38,13,61.9,-69987.82,-5383.68,-3.69,15.46,9
1 (DXP),3170.91,0.63,0.02,0.06,318.1,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,61.25,0.01,0,  N/A, N/A,0.0006,1,3170.91,1.28,2,1,100,3170.91,3170.91,1.28,2,0,0,0,  N/A,  N/A,  N/A,0
4 (EVG),3171.63,0.63,2.75,0.06,2.14,-32850.96,-19.1,-89351.87,-17.62,0.04,0,0.12,1.04,2.86,17095.83,-0.32,6,-0.89,0.4,-0.019,15,211.44,2.41,18.07,4,26.67,86143.11,21535.78,22.2,30,11,73.33,-82971.48,-7542.86,-4.78,13.73,3
10 (PET),3132.48,0.63,20.81,0.06,0.28,-150569.38,-32.08,-165008.02,-31.14,0.02,0,0.01,1.01,1.26,23133.73,0.04,14.27,-0.37,0.36,0.0026,54,58.01,2,29.46,24,44.44,374486.86,15603.62,10.35,35.33,30,55.56,-371354.39,-12378.48,-4.68,24.77,9
9 (HOM),3114.6,0.62,1.06,0.06,5.45,-20604.1,-26.98,-37487.27,-7.4,0.08,0.01,0.74,1.08,1.63,8513.6,0.27,4.3,-1.24,0.49,0.0161,15,207.64,3.74,23.07,6,40,39888.87,6648.15,18.17,26.17,9,60,-36774.28,-4086.03,-5.88,21,8
7 (DL1),3121.49,0.62,0.04,0.06,158.25,-1544.82,-18.84,-1544.82,-0.31,2.02,0.19,516.87,6.11,6.11,891.44,0.39,0.15,-36.37,2.93,0.0234,2,1560.74,61.15,28,1,50,3732.01,3732.01,122.95,53,1,50,-610.52,-610.52,-0.65,3,6
1 (PXS),2975.44,0.6,17.46,0.06,0.32,-238789.7,-25.23,-490855.17,-51.81,0.01,0,0.01,1.01,1.84,63126.9,0.01,33.45,-0.16,0.45,0.0007,65,45.78,2.93,18.32,23,35.38,565756.32,24598.1,17.55,32.74,42,64.62,-562780.88,-13399.54,-5.08,10.43,0
5 (AAA),2920.42,0.58,25.08,0.05,0.22,-226990.56,-30.94,-480316.26,-49.97,0.01,0,0,1,1.6,85695.81,0.18,30.42,-0.18,0.32,0.011,57,51.24,2.42,22.04,22,38.6,720696.64,32758.94,15.14,39.18,35,61.4,-717776.22,-20507.89,-5.57,11.26,4
4 (KHP),2916.56,0.58,0.77,0.05,7.04,-4914.39,-15.66,-8299.08,-1.63,0.35,0.03,4.31,1.29,2.9,2832.45,0.31,0.9,-5.92,0.68,0.0183,26,112.18,3.22,25.08,8,30.77,13080.67,1635.08,16.52,48.25,18,69.23,-10164.1,-564.67,-2.7,14.78,3
7 (LAS),2687.64,0.54,6.28,0.05,0.8,-51451.06,-13.92,-75811.47,-13.15,0.04,0,0.06,1.04,1.81,12804.62,0.06,7.55,-0.71,0,0.0035,33,81.44,0.42,20.85,12,36.36,77036.57,6419.71,6.42,27.75,21,63.64,-74348.93,-3540.43,-3.01,16.9,6
6 (IDI),2630.44,0.53,22.47,0.05,0.22,-135812.17,-34.16,-366536.21,-55.94,0.01,0,0,1.01,2.07,55157.98,-0.23,26.48,-0.2,0.22,-0.0141,49,53.68,1.59,22.53,16,32.65,478684.58,29917.79,15.2,36.25,33,67.35,-476054.14,-14425.88,-5.01,15.88,5
1 (FTS),2650.34,0.53,0.7,0.05,7.06,-10497.58,-12.5,-10497.58,-2.05,0.25,0.02,3.45,1.24,2.48,2623.27,-0.28,0.79,-6.75,0.57,-0.0166,12,220.86,2.25,17.33,4,33.33,13592.03,3398.01,14,32.75,8,66.67,-10941.69,-1367.71,-3.63,9.63,0
7 (LDG),2602.23,0.52,22.66,0.05,0.21,-259513.61,-36.03,-636673.48,-68.42,0,0,0,1,1.51,85277.55,0.09,21.67,-0.25,0.23,0.0056,25,104.09,1.89,29.04,10,40,582256.69,58225.67,15.8,46.7,15,60,-579654.47,-38643.63,-7.39,17.27,6
2 (QTP),2409.76,0.48,0.23,0.04,19.81,-3903.94,-4.92,-3903.94,-0.77,0.62,0.06,25.66,5.28,2.64,442.98,0.11,0.11,-47.86,0.58,0.0063,3,803.25,0.78,16,2,66.67,2972.54,1486.27,2.94,22.5,1,33.33,-562.78,-562.78,-3.56,3,1
8 (ASP),2314.09,0.46,1.7,0.04,2.54,-28031.16,-41.2,-46200.11,-8.42,0.05,0.01,0.3,1.07,1.64,6827.82,0.17,6.17,-0.87,-0.36,0.0101,33,70.12,-0.71,21.76,13,39.39,36725.98,2825.08,6.99,24.46,20,60.61,-34411.89,-1720.59,-5.71,20,7
1 (KHP),2306.93,0.46,0.59,0.04,7.31,-5853.91,-15.66,-6734.93,-1.34,0.34,0.03,5.44,1.24,2.76,1958.11,0.42,0.84,-6.35,0.01,0.0255,29,79.55,0.43,19.62,9,31.03,11926.79,1325.2,9.62,36,20,68.97,-9619.86,-480.99,-3.71,12.25,0
6 (MIG),2177.41,0.44,0.16,0.04,25.06,-4121.47,-6.21,-4121.47,-0.81,0.53,0.05,30.78, N/A, N/A,660.65,0.23,0.29,-18.17, N/A,0.0135,1,2177.41,3.63,36,1,100,2177.41,2177.41,3.63,36,0,0,0,  N/A,  N/A,  N/A,5
10 (FTS),1954.04,0.39,0.34,0.04,10.82,-9050.7,-12.5,-9050.7,-1.77,0.22,0.02,6.11,1.5,1.8,1011.79,-0.13,0.22,-24.38,0.92,-0.0079,11,177.64,3.06,15.27,5,45.45,5893.51,1178.7,9.3,21.6,6,54.55,-3939.47,-656.58,-2.15,10,9
10 (BVB),1926.39,0.39,0.29,0.04,12.47,-9758.01,-3.64,-9758.01,-1.91,0.2,0.02,6.54, N/A, N/A,353.08,-0.01,0.06,-97.02, N/A,-0.0004,1,1926.39,0.75,16,1,100,1926.39,1926.39,0.75,16,0,0,0,  N/A,  N/A,  N/A,9
1 (ITD),1844.18,0.37,3.24,0.03,1.06,-76162.48,-23.86,-77428.98,-14.35,0.02,0,0.07,1.02,1.61,12255.7,0.03,7.25,-0.74,0.97,0.0015,31,59.49,6.43,21.55,12,38.71,95427.47,7952.29,25.28,40.75,19,61.29,-93583.29,-4925.44,-5.47,9.42,0
2 (TDT),1824.54,0.36,0.52,0.03,6.57,-14453.08,-10,-16932.39,-3.32,0.11,0.01,1.98,1.24,3.72,1277.17,-0.13,1,-5.35,0.26,-0.0079,8,228.07,0.8,16.25,2,25,9403.87,4701.93,10.87,33,6,75,-7579.33,-1263.22,-2.55,10.67,1
8 (FRT),1701.8,0.34,2.92,0.03,1.08,-93184.08,-15.93,-163494.69,-25.38,0.01,0,0.04,1.01,1.01,13039.47,0.02,3.83,-1.4,-0.08,0.0011,6,283.63,0.06,16.17,3,50,134242.25,44747.42,10.2,26,3,50,-132540.45,-44180.15,-10.09,6.33,7
1 (MIG),1622.66,0.32,0.09,0.03,35.12,-1919.59,-6.21,-1919.59,-0.38,0.85,0.08,92.13, N/A, N/A,467.47,0.24,0.14,-38.79, N/A,0.0143,1,1622.66,5.93,41,1,100,1622.66,1622.66,5.93,41,0,0,0,  N/A,  N/A,  N/A,0
11 (FTM),1585.28,0.32,10.92,0.03,0.27,-114904.98,-21.37,-166640.34,-30.95,0.01,0,0.01,1.01,1.14,21697.33,-0.17,7.46,-0.72,-0.04,-0.0105,17,93.25,0.35,22.59,8,47.06,143071.37,17883.92,6.45,25.13,9,52.94,-141486.1,-15720.68,-5.08,20.33,10
9 (HII),1576.8,0.32,3.58,0.03,0.82,-69487.8,-20.12,-89097.3,-17.53,0.02,0,0.05,1.02,1.83,18103.4,-0.24,5.62,-0.96,0.27,-0.0142,14,112.63,1.53,23.07,5,35.71,84344.82,16868.96,13.59,28,9,64.29,-82768.02,-9196.45,-5.16,20.33,8
2 (TDC),1476.52,0.3,10.09,0.03,0.27,-92577.97,-20.34,-192206.1,-28.38,0.01,0,0.01,1.01,1.79,34385.32,0.14,18.42,-0.29,0.24,0.0082,64,23.07,0.97,17.98,23,35.94,266171.36,11572.67,9.82,31.17,41,64.06,-264694.84,-6455.97,-3.99,10.59,1
2 (TCD),983.85,0.2,0.15,0.02,12.25,-5329.14,-11.44,-7769.34,-1.54,0.13,0.01,7.98,1.24,1.87,500.28,0.24,0.51,-10.48,-0.37,0.0144,5,196.77,-0.36,13,2,40,5007.42,2503.71,7.45,19,3,60,-4023.57,-1341.19,-5.58,9,1
6 (FTS),876.58,0.18,0.49,0.02,3.36,-11020.92,-12.5,-11020.92,-2.15,0.08,0.01,1.56,1.21,0.69,983.46,-0.02,0.3,-18.12,0.91,-0.0014,11,79.69,3.51,18.36,7,63.64,5074.59,724.94,7.31,22,4,36.36,-4198.02,-1049.5,-3.13,12,5
6 (QTP),924.42,0.18,0.23,0.02,7.64,-2921.28,-4.92,-3210.48,-0.64,0.29,0.03,11.94, N/A, N/A,150.91,0.09,0.04,-141.74,3,0.0053,2,462.21,1.12,33,2,100,924.42,462.21,1.12,33,0,0,0,  N/A,  N/A,  N/A,5
7 (MIG),882.84,0.18,0.08,0.02,20.59,-2088.96,-6.21,-2088.96,-0.42,0.42,0.04,49.58, N/A, N/A,279.38,0.22,0.15,-35.76, N/A,0.013,1,882.84,2.88,35,1,100,882.84,882.84,2.88,35,0,0,0,  N/A,  N/A,  N/A,6
8 (QTP),870.54,0.17,0.11,0.02,14.98,-796.72,-4.92,-796.72,-0.16,1.09,0.1,94.15,4.68,2.34,136.94,0.08,0.02,-352.84,0.34,0.0049,3,290.18,0.73,24.33,2,66.67,1106.81,553.41,2.08,31,1,33.33,-236.28,-236.28,-1.98,11,7
3 (TDT),856.75,0.17,0.52,0.02,3.05,-18464.78,-10,-25113.93,-4.86,0.03,0,0.63,1.17,3.5,1164.1,-0.09,1.45,-3.72,0.64,-0.0056,8,107.09,1.4,15.25,2,25,5965.37,2982.69,10.35,32,6,75,-5108.63,-851.44,-1.59,9.67,2
11 (AGR),745.38,0.15,10.57,0.01,0.13,-65661.59,-41.78,-123394.19,-24.22,0.01,0,0.01,1,1.55,31900.37,0.08,14.55,-0.37,0.03,0.005,51,14.62,0.83,29.82,20,39.22,235803.03,11790.15,16.67,37.8,31,60.78,-235057.65,-7582.5,-9.39,24.68,10
8 (MIG),686.03,0.14,0.05,0.01,26.5,-1298.55,-6.21,-1298.55,-0.26,0.53,0.05,102.42, N/A, N/A,208.02,0.23,0.09,-57.47, N/A,0.0135,1,686.03,3.63,34,1,100,686.03,686.03,3.63,34,0,0,0,  N/A,  N/A,  N/A,7
9 (TCD),644.75,0.13,0.22,0.01,5.47,-5715.5,-11.44,-5715.5,-1.13,0.11,0.01,4.84,1.67,0.83,282.73,0.26,0.48,-11.28,0.26,0.0155,3,214.92,1.03,32.67,2,66.67,1610.61,805.3,3.59,18,1,33.33,-965.85,-965.85,-4.09,62,8
9 (FTM),648.08,0.13,10.51,0.01,0.11,-111668.22,-21.37,-136457.89,-26.05,0,0,0,1,1.43,28542.92,-0.1,7.53,-0.72,-0.36,-0.006,17,38.12,-0.53,21.29,7,41.18,145369.84,20767.12,6.09,27.29,10,58.82,-144721.76,-14472.18,-5.16,17.1,8
5 (MIG),668,0.13,0.13,0.01,9.73,-3161.68,-6.21,-3161.68,-0.63,0.21,0.02,15.51, N/A, N/A,275.78,0.17,0.23,-23.63, N/A,0.0099,1,668,1.42,37,1,100,668,668,1.42,37,0,0,0,  N/A,  N/A,  N/A,4
9 (IDC),532,0.11,0.34,0.01,2.94,-8849.62,-13.43,-11393.72,-2.24,0.05,0,1.31,1.16,1.74,569.54,0.13,0.74,-7.3,-1.29,0.0079,10,53.2,-1.19,9.5,4,40,3831.13,957.78,3.85,17.5,6,60,-3299.13,-549.86,-4.54,4.17,8
10 (QTP),490.25,0.1,0.32,0.01,2.88,-6533.12,-4.92,-6533.12,-1.29,0.08,0.01,2.23,2.42,4.84,264.09,0.07,0.17,-30.94,-2.9,0.0042,3,163.42,-0.51,22.33,1,33.33,835.97,835.97,0.66,31,2,66.67,-345.72,-172.86,-1.09,18,9
11 (MIG),524.98,0.1,0.02,0.01,46.45,-621.04,-6.21,-621.04,-0.12,0.85,0.08,374.82, N/A, N/A,151.64,0.24,0.04,-120.05, N/A,0.0142,1,524.98,5.93,31,1,100,524.98,524.98,5.93,31,0,0,0,  N/A,  N/A,  N/A,10
3 (MIG),459.35,0.09,0.03,0.01,32.34,-621.04,-6.21,-621.04,-0.12,0.74,0.07,260.96, N/A, N/A,133.8,0.24,0.05,-119.78, N/A,0.0141,1,459.35,5.15,39,1,100,459.35,459.35,5.15,39,0,0,0,  N/A,  N/A,  N/A,2
9 (MSR),280.5,0.06,7.24,0.01,0.07,-212323.8,-39.27,-224518.81,-31.96,0,0,0,1,1.37,25376.5,0.05,17.14,-0.31,0.44,0.0028,26,10.79,2.94,20.77,11,42.31,216534.79,19684.98,14.2,27.36,15,57.69,-216254.28,-14416.95,-5.31,15.93,8
9 (MIG),286.35,0.06,0.02,0.01,32.74,-451.67,-6.21,-451.67,-0.09,0.63,0.06,362.98, N/A, N/A,84.75,0.23,0.03,-165.06, N/A,0.0139,1,286.35,4.38,33,1,100,286.35,286.35,4.38,33,0,0,0,  N/A,  N/A,  N/A,8
7 (ITD),273.16,0.05,2.5,0.01,0.2,-26101.96,-24.12,-70453.05,-12.39,0,0,0.02,1,0.93,11823.52,0.06,6.9,-0.78,1.04,0.0038,25,10.93,8.1,28.48,13,52,78266.22,6020.48,21.01,41.77,12,48,-77993.05,-6499.42,-5.9,14.08,6
4 (ITQ),266.1,0.05,7.91,0,0.06,-420643.1,-47.74,-649729.3,-56.68,0,0,0,1,3.4,52374.33,0.05,39.43,-0.14,0.2,0.0027,44,6.05,1.55,15.93,10,22.73,368450.71,36845.07,23.95,29,34,77.27,-368184.61,-10828.96,-5.03,12.09,3
7 (QTP),180.9,0.04,0.15,0,2.18,-1497.53,-4.92,-2227.86,-0.45,0.08,0.01,4.89,2,2,64.09,0,0.02,-242.69,-2.61,-0.0002,2,90.45,-0.17,32,1,50,361.47,361.47,0.7,30,1,50,-180.57,-180.57,-1.05,34,6
11 (SMC),155.36,0.03,1.96,0,0.15,-59221.38,-16.21,-60090.25,-10.99,0,0,0.01,1,1.58,9656.59,0.14,8.85,-0.61,0.6,0.0082,18,8.63,2.27,19.78,7,38.89,40419.67,5774.24,10.01,26.71,11,61.11,-40264.31,-3660.39,-2.66,15.36,10
9 (G36),123.38,0.02,1.7,0,0.13,-107071.96,-27.59,-107071.96,-19.11,0,0,0.01,1.01,2.01,4194.87,-0.1,2.26,-2.39,-1.09,-0.006,9,13.71,-1.19,15.33,3,33.33,22027.13,7342.38,5.63,19,6,66.67,-21903.75,-3650.63,-4.6,13.5,8
10 (MIG),35.79,0.01,0,0,33.74,-56.46,-6.21,-56.46,-0.01,0.63,0.06,2988.76, N/A, N/A,10.59,0.23,0,-1319.96, N/A,0.0139,1,35.79,4.38,32,1,100,35.79,35.79,4.38,32,0,0,0,  N/A,  N/A,  N/A,9
9 (SSB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,8
8 (TVD),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,7
6 (VHE),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,5
3 (VHE),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,2
3 (HHV),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,2
11 (TCI),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,10
7 (VHE),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,6
6 (PVP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,5
7 (KHG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,6
9 (IPA),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,8
6 (ABB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,5
7 (IPA),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,6
10 (TTA),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,9
7 (DXS),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,6
6 (OCB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,5
4 (TVD),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,3
7 (TCI),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,6
2 (OCB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,1
7 (ABB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,6
11 (MSB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,10
7 (SSB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,6
3 (TTA),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,2
4 (APH),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,3
4 (ABB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,3
7 (HHV),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,6
10 (OCB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,9
3 (TVD),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,2
7 (AAS),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,6
6 (DXS),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,5
11 (VHE),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,10
